 -9514.700	    37.350	 0.000000
  7466.700	 -4133.350	 0.000000
 -7392.000	    37.350	 0.000000
  5344.000	 -4133.350	 0.000000
 -5269.300	    37.350	 0.000000
  3221.300	 -4133.350	 0.000000
 -3146.700	    37.350	 0.000000
  1098.700	 -4133.350	 0.000000
 -1024.000	    37.350	 0.000000
 -1024.000	 -4133.350	 0.000000
  1098.700	    37.350	 0.000000
 -3146.700	 -4133.350	 0.000000
  3221.300	    37.350	 0.000000
 -5269.300	 -4133.350	 0.000000
  5344.000	    37.350	 0.000000
 -7392.000	 -4133.350	 0.000000
  7466.700	    37.350	 0.000000
 -9514.700	 -4133.350	 0.000000
  9589.300	    37.350	 0.000000
-11637.300	 -4133.350	 0.000000
 11712.000	    37.350	 0.000000
-13760.000	 -4133.350	 0.000000
 13834.700	    37.350	 0.000000
-15882.700	 -4133.350	 0.000000
 -9514.700	  4512.350	 0.000000
  7466.700	 -8608.350	 0.000000
 -7392.000	  4512.350	 0.000000
  5344.000	 -8608.350	 0.000000
 -5269.300	  4512.350	 0.000000
  3221.300	 -8608.350	 0.000000
 -3146.700	  4512.350	 0.000000
  1098.700	 -8608.350	 0.000000
 -1024.000	  4512.350	 0.000000
 -1024.000	 -8608.350	 0.000000
  1098.700	  4512.350	 0.000000
 -3146.700	 -8608.350	 0.000000
  3221.300	  4512.350	 0.000000
 -5269.300	 -8608.350	 0.000000
  5344.000	  4512.350	 0.000000
 -7392.000	 -8608.350	 0.000000
  7466.700	  4512.350	 0.000000
 -9514.700	 -8608.350	 0.000000
  9589.300	  4512.350	 0.000000
-11637.300	 -8608.350	 0.000000
 11712.000	  4512.350	 0.000000
-13760.000	 -8608.350	 0.000000
 13834.700	  4512.350	 0.000000
-15882.700	 -8608.350	 0.000000
 -9514.700	  8987.350	 0.000000
  7466.700	-13083.350	 0.000000
 -7392.000	  8987.350	 0.000000
  5344.000	-13083.350	 0.000000
 -5269.300	  8987.350	 0.000000
  3221.300	-13083.350 	 0.000000
 -3146.700	  8987.350	 0.000000
  1098.700	-13083.350	 0.000000
 -1024.000	  8987.350	 0.000000
 -1024.000	-13083.350	 0.000000
  1098.700	  8987.350	 0.000000
 -3146.700	-13083.350	 0.000000
  3221.300	  8987.350	 0.000000
 -5269.300	-13083.350	 0.000000
  5344.000	  8987.350	 0.000000
 -7392.000	-13083.350	 0.000000
  7466.700	  8987.350	 0.000000
 -9514.700	-13083.350	 0.000000
  9589.300	  8987.350	 0.000000
-11637.300	-13083.350	 0.000000
 11712.000	  8987.350	 0.000000
-13760.000	-13083.350	 0.000000
 -7392.000	 13462.350	 0.000000
  5344.000	-17558.350	 0.000000
 -5269.300	 13462.350	 0.000000
  3221.300	-17558.350	 0.000000
 -3146.700	 13462.350	 0.000000
  1098.700	-17558.350	 0.000000
 -1024.000	 13462.350	 0.000000
 -1024.000	-17558.350	 0.000000
  1098.700	 13462.350	 0.000000
 -3146.700	-17558.350	 0.000000
  3221.300	 13462.350	 0.000000
 -5269.300	-17558.350	 0.000000
  5344.000	 13462.350	 0.000000
 -7392.000	-17558.350	 0.000000
  9589.300	 -4437.650	 0.000000
-11637.300	   341.650	 0.000000
 11712.000	 -4437.650	 0.000000
-13760.000	   341.650	 0.000000
 13834.700	 -4437.650	 0.000000
-15882.700	   341.650	 0.000000
  9589.300	 -8912.650	 0.000000
-11637.300	  4816.650	 0.000000
 11712.000	 -8912.650	 0.000000
-13760.000	  4816.650	 0.000000
 13834.700	 -8912.650	 0.000000
-15882.700	  4816.650	 0.000000
  9589.300	-13387.650	 0.000000
-11637.300	  9291.650	 0.000000
 11712.000	-13387.650	 0.000000
-13760.000	  9291.650	 0.000000
