0	0	0	0	0.444876	0.00482958	
2	0	406	0	0.426455	0.00476497	
8	0	1600	0	0.370904	0.0045671	
10	0	0	400	0.444958	0.0236217	
12	0	400	400	0.426529	0.0235576	
18	0	1600	400	0.370953	0.023361	
20	0	0	800	0.445023	0.0424115	
22	0	400	800	0.426586	0.0423479	
28	0	1600	800	0.37099	0.0421529	
30	0	0	1200	0.445071	0.0611971	
32	0	400	1200	0.426629	0.0611341	
38	0	1600	1200	0.371016	0.0609411	
40	0	0	1600	0.445102	0.0799767	
42	0	403	1600	0.426656	0.0799145	
48	0	1600	1600	0.37103	0.0797236	
50	0	0	2000	0.445118	0.0987486	
52	0	400	2000	0.426668	0.0986872	
58	0	1600	2000	0.371033	0.0984989	
60	0	0	2400	0.445119	0.117511	
62	0	400	2400	0.426666	0.117451	
68	0	1600	2400	0.371025	0.117265	
70	0	0	2800	0.445104	0.136262	
72	0	400	2800	0.426651	0.136203	
78	0	1600	2800	0.371006	0.13602	
80	0	0	3200	0.445074	0.155	
82	0	400	3200	0.426621	0.154942	
88	0	1608	3200	0.370976	0.154763	
90	0	0	3600	0.445031	0.173723	
92	0	400	3600	0.426579	0.173666	
98	0	1600	3600	0.370936	0.173491	
100	1	0	0	-0.349143	-0.195434	
102	1	400	0	-0.367637	-0.195422	
108	1	1600	0	-0.422866	-0.195413	
110	1	0	400	-0.349223	-0.176727	
112	1	400	400	-0.36772	-0.176716	
118	1	1600	400	-0.422955	-0.176708	
120	1	0	800	-0.349297	-0.158002	
122	1	400	800	-0.367797	-0.157991	
128	1	1600	800	-0.423037	-0.157985	
130	1	0	1200	-0.349364	-0.13926	
132	1	400	1200	-0.367867	-0.13925	
138	1	1600	1200	-0.423111	-0.139246	
140	1	0	1600	-0.349425	-0.120505	
142	1	405	1600	-0.367929	-0.120494	
148	1	1600	1600	-0.423178	-0.120491	
150	1	0	2000	-0.349478	-0.101736	
152	1	400	2000	-0.367984	-0.101727	
158	1	1600	2000	-0.423235	-0.101724	
160	1	0	2400	-0.349524	-0.082958	
162	1	400	2400	-0.368031	-0.0829482	
168	1	1600	2400	-0.423282	-0.0829468	
170	1	0	2800	-0.349561	-0.0641708	
172	1	400	2800	-0.368069	-0.0641612	
178	1	1600	2800	-0.42332	-0.0641603	
180	1	0	3200	-0.349589	-0.045377	
182	1	400	3200	-0.368097	-0.0453674	
188	1	1600	3200	-0.423346	-0.0453668	
190	1	0	3600	-0.349607	-0.0265783	
192	1	400	3600	-0.368115	-0.0265687	
198	1	1600	3600	-0.42336	-0.0265682	
200	2	0	0	0.346595	0.004479	
202	2	400	0	0.327956	0.00441121	
208	2	1600	0	0.27189	0.00421011	
210	2	0	400	0.346635	0.0232735	
212	2	400	400	0.327989	0.0232061	
218	2	1600	400	0.271907	0.023006	
220	2	0	800	0.346664	0.042066	
222	2	400	805	0.328013	0.0419991	
228	2	1600	800	0.271917	0.0418004	
230	2	0	1200	0.346683	0.060855	
232	2	400	1200	0.328027	0.0607886	
238	2	1600	1200	0.271921	0.0605915	
240	2	0	1600	0.346692	0.0796385	
242	2	400	1600	0.328033	0.0795728	
248	2	1602	1600	0.271919	0.0793775	
250	2	0	2000	0.346691	0.0984148	
252	2	400	2000	0.32803	0.0983499	
258	2	1600	2000	0.27191	0.0981568	
260	2	0	2400	0.346681	0.117182	
262	2	400	2400	0.328018	0.117118	
268	2	1600	2400	0.271894	0.116927	
270	2	0	2800	0.346661	0.135939	
272	2	400	2800	0.327997	0.135876	
278	2	1600	2800	0.271872	0.135688	
280	2	0	3200	0.346631	0.154683	
282	2	400	3200	0.327967	0.154621	
288	2	1600	3200	0.271843	0.154435	
290	2	0	3600	0.346592	0.173413	
292	2	400	3600	0.327928	0.173352	
298	2	1600	3600	0.271807	0.173169	
300	3	0	0	-0.250445	-0.195546	
302	3	400	0	-0.269103	-0.195521	
308	3	1600	0	-0.324919	-0.195455	
310	3	0	400	-0.250506	-0.176838	
312	3	400	400	-0.269168	-0.176813	
318	3	1600	400	-0.324995	-0.176747	
320	3	0	800	-0.250562	-0.158112	
322	3	400	800	-0.269228	-0.158087	
328	3	1600	800	-0.325065	-0.158022	
330	3	0	1200	-0.250613	-0.13937	
332	3	400	1200	-0.269282	-0.139344	
338	3	1600	1200	-0.325129	-0.13928	
340	3	0	1600	-0.250659	-0.120614	
342	3	400	1600	-0.269331	-0.120588	
348	3	1600	1600	-0.325186	-0.120524	
350	3	0	2000	-0.250699	-0.101846	
352	3	400	2000	-0.269374	-0.10182	
358	3	1600	2000	-0.325237	-0.101756	
360	3	0	2400	-0.250733	-0.0830675	
362	3	400	2400	-0.26941	-0.0830412	
368	3	1600	2400	-0.32528	-0.0829768	
370	3	0	2800	-0.250761	-0.0642803	
372	3	400	2800	-0.26944	-0.064254	
378	3	1600	2800	-0.325316	-0.0641896	
380	3	0	3200	-0.250782	-0.0454865	
382	3	400	3200	-0.269464	-0.0454601	
388	3	1600	3200	-0.325343	-0.0453957	
390	3	0	3600	-0.250797	-0.0266879	
392	3	400	3600	-0.269479	-0.0266614	
398	3	1600	3600	-0.325361	-0.0265969	
400	4	0	0	0.247416	0.00412607	
402	4	400	0	0.228671	0.00406435	
408	4	1600	0	0.172379	0.00389853	
410	4	0	400	0.247427	0.0229224	
412	4	400	400	0.228679	0.022861	
418	4	1600	400	0.17238	0.0226961	
420	4	0	800	0.247434	0.0417173	
422	4	400	800	0.228683	0.0416563	
428	4	1600	800	0.172379	0.0414924	
430	4	0	1200	0.247434	0.060509	
432	4	400	1200	0.228682	0.0604484	
438	4	1600	1200	0.172375	0.0602857	
440	4	0	1600	0.24743	0.0792958	
442	4	400	1600	0.228676	0.0792357	
448	4	1600	1600	0.172367	0.0790742	
450	4	0	2000	0.247419	0.0980758	
452	4	400	2000	0.228665	0.0980162	
458	4	1600	2000	0.172356	0.0978562	
460	4	0	2400	0.247403	0.116847	
462	4	400	2400	0.228648	0.116788	
468	4	1600	2400	0.172341	0.11663	
470	4	0	2800	0.247381	0.135608	
472	4	400	2800	0.228627	0.13555	
478	4	1600	2800	0.172321	0.135393	
480	4	0	3200	0.247352	0.154357	
482	4	400	3200	0.228599	0.1543	
488	4	1600	3200	0.172297	0.154145	
490	4	0	3600	0.247318	0.173092	
492	4	400	3600	0.228565	0.173036	
498	4	1600	3600	0.172268	0.172882	
500	5	0	0	-0.151119	-0.195689	
502	5	400	0	-0.169867	-0.195663	
508	5	1600	0	-0.226031	-0.195582	
510	5	0	400	-0.151161	-0.176982	
512	5	400	400	-0.169913	-0.176956	
518	5	1600	400	-0.226087	-0.176874	
520	5	0	800	-0.151199	-0.158258	
522	5	400	800	-0.169954	-0.158232	
528	5	1600	800	-0.226138	-0.158148	
530	5	0	1200	-0.151233	-0.139518	
532	5	400	1200	-0.169991	-0.139491	
538	5	1600	1200	-0.226185	-0.139406	
540	5	0	1600	-0.151263	-0.120763	
542	5	400	1600	-0.170023	-0.120736	
548	5	1600	1600	-0.226226	-0.120651	
550	5	0	2000	-0.151289	-0.101996	
552	5	400	2000	-0.170051	-0.101969	
558	5	1600	2000	-0.226262	-0.101883	
560	5	0	2400	-0.15131	-0.0832192	
562	5	400	2400	-0.170075	-0.0831913	
568	5	1600	2400	-0.226293	-0.0831041	
570	5	0	2800	-0.151326	-0.0644334	
572	5	400	2800	-0.170093	-0.0644051	
578	5	1600	2800	-0.226318	-0.0643171	
580	5	0	3200	-0.151339	-0.0456407	
582	5	400	3200	-0.170107	-0.0456121	
588	5	1600	3200	-0.226337	-0.0455235	
590	5	0	3600	-0.151346	-0.0268431	
592	5	400	3600	-0.170116	-0.0268142	
598	5	1600	3600	-0.22635	-0.026725	
600	6	0	0	0.147844	0.0038379	
602	6	400	0	0.12906	0.00379711	
608	6	1600	0	0.0726868	0.00370704	
610	6	0	400	0.147844	0.0226358	
612	6	400	400	0.129059	0.0225953	
618	6	1600	400	0.0726857	0.0225061	
620	6	0	800	0.147842	0.0414325	
622	6	400	800	0.129057	0.0413923	
628	6	1600	800	0.0726841	0.041304	
630	6	0	1200	0.147837	0.0602263	
632	6	400	1200	0.129052	0.0601864	
638	6	1600	1200	0.0726816	0.0600989	
640	6	0	1600	0.14783	0.0790153	
642	6	400	1600	0.129045	0.0789758	
