-17500.0 0.0 -16769.9136172 -0.0995131789399 0.90966070167 0.393885043285
-17000.0 -4000.0 -16292.9315988 -3833.31852215 0.854455912658 0.355543435652
-17000.0 -3500.0 -16301.095495 -3355.81259289 0.861919495538 0.351377808785
-17000.0 -3000.0 -16308.1502135 -2877.64156141 0.870055577445 0.348941885681
-17000.0 -2500.0 -16314.102874 -2398.90354597 0.878240736226 0.348630992317
-17000.0 -2000.0 -16318.9600066 -1919.69545916 0.886013891413 0.350319186777
-17000.0 -1500.0 -16322.727602 -1440.11314862 0.893040623172 0.353574503643
-17000.0 -1000.0 -16325.4111216 -960.251564643 0.899087015955 0.357874588051
-17000.0 -500.0 -16327.0154696 -480.204946657 0.904002256414 0.362782204965
-17000.0 0.0 -16327.544929 -0.0670207134822 0.907708514206 0.368065609463
-17000.0 500.0 -16327.0030669 480.06879962 0.910196578742 0.373767175624
-17000.0 1000.0 -16325.3926133 960.109216049 0.911524898835 0.380228725016
-17000.0 1500.0 -16322.7153181 1439.96085868 0.911820362089 0.388077339824
-17000.0 2000.0 -16318.971795 1919.53011553 0.911278002454 0.398168981673
-17000.0 2500.0 -16314.1613577 2398.72298377 0.910157907976 0.411486100417
-17000.0 3000.0 -16308.281856 2877.44494733 0.908778653126 0.428994618269
-17000.0 3500.0 -16301.329522 3355.60088451 0.907507091341 0.451483181169
-17000.0 4000.0 -16293.2988342 3833.0950084 0.906747327551 0.479422504953
-16500.0 -5500.0 -15818.5861287 -5272.58324136 0.806965613215 0.393747304153
-16500.0 -5000.0 -15829.6143075 -4796.5721857 0.813439867848 0.376443899054
-16500.0 -4500.0 -15839.558177 -4319.60257674 0.822262116786 0.359373595102
-16500.0 -4000.0 -15848.4268165 -3841.77616104 0.832355626978 0.344784878936
-16500.0 -3500.0 -15856.2283328 -3363.19312003 0.842899683678 0.334090539173
-16500.0 -3000.0 -15862.9700341 -2883.9521152 0.853277901674 0.327830669515
-16500.0 -2500.0 -15868.6585627 -2404.15038141 0.863036295812 0.325768019141
-16500.0 -2000.0 -15873.299989 -1923.88386056 0.871848942016 0.327122062427
-16500.0 -1500.0 -15876.8998622 -1443.24736785 0.879491090729 0.330869107079
-16500.0 -1000.0 -15879.4632222 -962.334782734 0.885819045292 0.336012233042
-16500.0 -500.0 -15880.9945719 -481.239256988 0.890756573014 0.341765869644
-16500.0 0.0 -15881.4978151 -0.0534323962022 0.894287181072 0.34765371913
-16500.0 500.0 -15880.9761618 481.13033916 0.89645111444 0.353545516156
-16500.0 1000.0 -15879.432007 962.219779944 0.897345488139 0.359657112778
-16500.0 1500.0 -15876.8667876 1443.12248125 0.897125241951 0.366525175371
-16500.0 2000.0 -15873.2808239 1923.7457147 0.896003182174 0.374954606356
-16500.0 2500.0 -15868.6731529 2403.99626489 0.894246877436 0.385930239178
-16500.0 3000.0 -15863.0413612 2883.7802879 0.892171627138 0.400488590769
-16500.0 3500.0 -15856.3814239 3363.00319885 0.890129121303 0.419561347057
-16500.0 4000.0 -15848.687561 3841.56959129 0.888493048502 0.443821947386
-16500.0 4500.0 -15839.9521186 4319.38318966 0.887645030976 0.473575119071
-16500.0 5000.0 -15830.1654848 4796.34683533 0.887965485976 0.50871484618
-16500.0 5500.0 -15819.316051 5272.36250529 0.889837057745 0.548747457661
-16000.0 -7000.0 -15333.9188114 -6708.34458601 0.762353145074 0.475917911665
-16000.0 -6500.0 -15347.624216 -6234.74134828 0.761657271292 0.453795847633
-16000.0 -6000.0 -15360.260746 -5759.87593399 0.766323909009 0.426034977
-16000.0 -5500.0 -15371.8411875 -5283.85450637 0.774610809704 0.396254582526
-16000.0 -5000.0 -15382.3766542 -4806.78162242 0.785151931873 0.367584996083
-16000.0 -4500.0 -15391.8768587 -4328.76013298 0.796883201613 0.342586114838
-16000.0 -4000.0 -15400.3503553 -3849.891148 0.808985143894 0.323094905255
-16000.0 -3500.0 -15407.8047511 -3370.27406058 0.820837764244 0.310047293198
-16000.0 -3000.0 -15414.2468785 -2890.0066227 0.831983760243 0.30339596728
-16000.0 -2500.0 -15419.6829307 -2409.1850658 0.842097109216 0.302244886072
-16000.0 -2000.0 -15424.1185541 -1927.9042587 0.850956594323 0.305190427802
-16000.0 -1500.0 -15427.5589019 -1446.25789567 0.85842365158 0.310718312227
-16000.0 -1000.0 -15430.008646 -964.33870705 0.864425650072 0.31750414413
-16000.0 -500.0 -15431.4719512 -482.238685381 0.868944755155 0.324569429745
-16000.0 0.0 -15431.9524141 -0.0493197736234 0.872011248573 0.331328561344
-16000.0 500.0 -15431.4529689 482.13816819 0.8737016921 0.337580549642
-16000.0 1000.0 -15429.9757671 964.232593504 0.874139337766 0.343481427401
-16000.0 1500.0 -15427.5220338 1446.14258768 0.873495639434 0.349509916246
-16000.0 2000.0 -15424.0919086 1927.77639503 0.871990679994 0.356422124722
-16000.0 2500.0 -15419.6842769 2409.04169001 0.869890240489 0.365182421264
-16000.0 3000.0 -15414.2965985 2889.84541975 0.867499554114 0.376858473171
-16000.0 3500.0 -15407.9247428 3370.09367479 0.865151959855 0.392480842885
-16000.0 4000.0 -15400.5628373 3849.69159053 0.863194217047 0.412888438908
-16000.0 4500.0 -15392.2031404 4328.54328045 0.861970572228 0.438598412728
-16000.0 5000.0 -15382.8359453 4806.55180132 0.861809039981 0.469736129418
-16000.0 5500.0 -15372.449527 5283.6191495 0.863014715632 0.506036178293
-16000.0 6000.0 -15361.0301412 5759.64628565 0.865876821309 0.546895933344
-16000.0 6500.0 -15348.5620852 6234.53318454 0.870696376317 0.591449056508
-16000.0 7000.0 -15335.0278322 6708.17890444 0.877843034758 0.638631119601
-15500.0 -8000.0 -14856.1549837 -7667.40208362 0.729324555166 0.553733058379
-15500.0 -7500.0 -14871.3258984 -7195.56905728 0.721525314994 0.529427081449
-15500.0 -7000.0 -14885.44656 -6722.26895321 0.721240993237 0.496239293035
-15500.0 -6500.0 -14898.5332835 -6247.61093559 0.726319030886 0.457953526785
-15500.0 -6000.0 -14910.6001522 -5771.7026572 0.735061623143 0.417988795396
-15500.0 -5500.0 -14921.6593227 -5294.65006203 0.746127718487 0.379412763654
-15500.0 -5000.0 -14931.7213152 -4816.5572589 0.758459688796 0.344913234167
